":@computed_region_dwzh_dtk5",":@computed_region_eziv_p4ck",":@computed_region_fk4y_hpmh",":@computed_region_kwzn_pe6v",":@computed_region_tmcg_v66k",":@computed_region_uh5x_q5mi","address_1","address_2","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"2471","54","5","12","7","193","1100 Block ELMWOOD AV",,"15-0810209","BUFFALO",,,"2015-03-23T06:06:40.000","Sunday","5","2015-03-22T05:00:00.000","ASSAULT","710587059","ASSAULT","42.9282179798537","POINT (-78.876818554687 42.928217979854)","-78.8768185546868","Assault","NY","2015-03-29T06:07:07.000",
"708","15","2","11","2","173","200 Block HAGEN ST",,"15-1120792","BUFFALO",,,"2015-04-23T06:06:46.000","Wednesday","9","2015-04-22T09:19:00.000","ROBBERY","713478527","ROBBERY","42.9221175953467","POINT (-78.808055322977 42.922117595347)","-78.8080553229768","Robbery","NY","2015-04-29T06:09:56.000",
"232","72","5","10","1","138","1 Block THOMPSON ST",,"15-1481040","BUFFALO",,,"2015-05-29T06:07:00.000","Thursday","11","2015-05-28T11:21:12.000","ASSAULT","719107512","ASSAULT","42.9367455969212","POINT (-78.89960161665 42.936745596921)","-78.8996016166503","Assault","NY","2015-06-04T06:08:33.000",
"2669","47","2","4","9","39","400 Block GRIDER",,"15-0400627","BUFFALO",,,"2015-02-10T07:06:15.000","Monday","2","2015-02-09T02:09:11.000","ASSAULT","688501490","ASSAULT","42.9176840880469","POINT (-78.829132142883 42.917684088047)","-78.8291321428833","Assault","NY","2015-02-16T07:12:19.000",
"2682","78","5","10","1","255","100 Block PETER ST",,"14-3590682","BUFFALO",,,"2014-12-26T07:05:58.000","Thursday","7","2014-12-25T07:34:56.000","ASSAULT","645375436","ASSAULT","42.9408098206972","POINT (-78.888269059616 42.940809820697)","-78.8882690596163","Assault","NY","2015-01-01T07:09:49.000",
"3273","9","5","10","1","91","2200 Block NIAGARA ST",,"15-0170478","BUFFALO",,,"2015-01-18T07:06:07.000","Friday","12","2014-10-17T12:00:00.000","LARCENY/THEFT","666218364","LARCENY/THEFT","42.9444623938463","POINT (-78.907073522861 42.944462393846)","-78.9070735228611","Theft","NY","2015-01-24T08:24:05.000",
"2584","27","5","2","1","239","500 Block GRANT ST",,"15-1140442","BUFFALO",,,"2015-04-25T06:07:00.000","Friday","3","2015-04-24T03:03:18.000","UUV","714109268","UUV","42.9285687657889","POINT (-78.889552880333 42.928568765789)","-78.8895528803334","Theft of Vehicle","NY","2015-05-01T06:09:45.000",
"1676","69","1","2","3","256","200 Block ALLEN ST",,"15-0660802","BUFFALO",,,"2015-03-09T06:06:24.000","Friday","3","2015-03-06T03:00:00.000","LARCENY/THEFT","707666705","LARCENY/THEFT","42.9072087575002","POINT (-78.8942622204 42.9072087575)","-78.8942622203997","Theft","NY","2015-03-14T06:07:03.000",
"379","4","3","4","9","230","1 Block FRENCH ST",,"15-0180250","BUFFALO",,,"2015-01-19T07:06:06.000","Saturday","3","2015-01-17T03:00:00.000","ASSAULT","666930820","ASSAULT","42.9101510696992","POINT (-78.835933244797 42.910151069699)","-78.8359332447975","Assault","NY","2015-01-25T07:11:18.000",
"1821","22","4","19","6","106","WALDEN & CENTRAL",,"15-0010413","BUFFALO",,,"2015-01-02T07:06:01.000","Thursday","6","2015-01-01T06:54:42.000","ASSAULT","650629552","ASSAULT","42.8570225825387","POINT (-78.813115177627 42.857022582539)","-78.8131151776271","Assault","NY","2015-01-08T07:12:36.000",
"140","5","5","10","1","282","700 Block TONAWANDA",,"15-0370706","BUFFALO",,,"2015-02-07T07:06:13.000","Friday","2","2015-02-06T02:42:02.000","ASSAULT","685851567","ASSAULT","42.9501497719693","POINT (-78.904376616818 42.950149771969)","-78.9043766168179","Assault","NY","2015-02-13T07:11:47.000",
"1754","26","3","8","4","238","500 Block SHERMAN ST",,"15-1541085","BUFFALO",,,"2015-06-04T06:07:15.000","Wednesday","10","2015-06-03T10:26:07.000","ROBBERY","719602465","ROBBERY","42.893273466869","POINT (-78.849261476558 42.893273466869)","-78.8492614765583","Robbery","NY","2015-06-10T06:09:47.000",
"1439","36","5","5","7","3",,,"15-0220217","BUFFALO",,,"2015-01-23T07:06:08.000","Thursday","10","2015-01-22T10:51:48.000","ASSAULT","670806925","ASSAULT","42.9416354323649","POINT (-78.854586069805 42.941635432365)","-78.8545860698052","Assault","NY","2015-01-29T07:12:32.000",
"636","27","5","2","1","176","FOREST AV & HAWLEY ST",,"15-0590151","BUFFALO",,,"2015-03-02T07:06:19.000","Saturday","4","2015-02-28T04:08:00.000","UUV","706285973","UUV","42.9276876383353","POINT (-78.890706013722 42.927687638335)","-78.8907060137219","Theft of Vehicle","NY","2015-03-02T07:17:01.000",
"167","61","1","21","4","61","1300 Block MAIN ST",,"15-0050666","BUFFALO",,,"2015-01-06T07:05:57.000","Monday","6","2015-01-05T06:05:12.000","LARCENY/THEFT","653555005","LARCENY/THEFT","42.9115897546739","POINT (-78.866063571323 42.911589754674)","-78.8660635713232","Theft","NY","2015-01-12T07:10:01.000",
"2779","13","1","3","5","214","900 Block MAIN ST",,"15-1450710","BUFFALO",,,"2015-05-26T06:06:57.000","Monday","7","2015-05-25T07:15:00.000","UUV","718001443","UUV","42.8999732624483","POINT (-78.870041257498 42.899973262448)","-78.8700412574976","Theft of Vehicle","NY","2015-06-01T06:14:37.000",
"3285","29","5","18","7","237","DELAWARE PARK",,"14-2090368","BUFFALO",,"null","2014-07-30T06:05:10.000","Sunday","12","2014-07-27T12:00:00.000","LARCENY/THEFT","508838874","LARCENY/THEFT","42.9324738","POINT (-78.858081 42.932474)","-78.8580815","Theft","NY","2014-08-04T06:05:09.000","null"
"588","77","1","14","5","31","SENECA ST & SENECA ST",,"14-2800596","BUFFALO",,"null","2014-10-08T06:05:31.000","Tuesday","3","2014-10-07T03:55:00.000","ASSAULT","574529549","ASSAULT","42.8806025","POINT (-78.875904 42.880603)","-78.8759037","Assault","NY","2014-10-14T06:05:25.000","14203"
"1748","47","2","11","9","67","100 Block CARL ST",,"15-0750656","BUFFALO",,,"2015-03-21T06:06:30.000","Monday","6","2015-03-16T06:30:53.000","ASSAULT","710473490","ASSAULT","42.9182624560128","POINT (-78.828126451569 42.918262456013)","-78.8281264515688","Assault","NY","2015-03-23T06:06:27.000",
"1258","75","2","11","8","99","E DELAVAN & SUFFOLK",,"15-1160680","BUFFALO",,,"2015-04-27T06:07:03.000","Sunday","2","2015-04-26T02:00:00.000","ROBBERY","714240884","ROBBERY","42.92269","POINT (-78.8104947 42.92269)","-78.8104947","Robbery","NY","2015-05-03T06:08:25.000","14215"
,,,"23",,,"3300 Block HARLEM RD",,"14-1760349","BUFFALO",,"null","2014-06-26T06:04:51.000","Wednesday","12","2014-06-25T12:07:03.000","LARCENY/THEFT","475355736","LARCENY/THEFT","42.9359421","POINT (-78.78381 42.935942)","-78.7838105","Theft","NY","2014-07-02T06:04:50.000","14225"
,,,"20",,,"1 Block FOUNTAIN PA",,"15-0410457","BUFFALO",,,"2015-02-11T07:06:16.000","Tuesday","3","2015-02-10T03:01:00.000","LARCENY/THEFT","689686385","LARCENY/THEFT","42.9778397412646","POINT (-78.824289426384 42.977839741265)","-78.8242894263842","Theft","NY","2015-02-17T07:12:42.000",
"1128","77","1","3","4","31","100 Block SOUTHSIDE PW",,"15-0720064","BUFFALO",,,"2015-03-14T06:06:28.000","Friday","2","2015-03-13T02:25:00.000","ROBBERY","709807869","ROBBERY","42.8864468","POINT (-78.8783689 42.8864468)","-78.8783689","Robbery","NY","2015-03-20T06:06:09.000",
"339","14","2","11","2","169","1 Block ROMA AV",,"14-1810043","BUFFALO",,"null","2014-07-01T06:05:01.000","Monday","1","2014-06-30T01:10:00.000","ASSAULT","480346209","ASSAULT","42.9223203782813","POINT (-78.80253 42.92232)","-78.8025304173277","Assault","NY","2014-07-07T06:13:08.000","null"
"1734","56","2","11","8","257","200 Block LISBON ST",,"14-2120008","BUFFALO",,"null","2014-07-31T06:05:02.000","Thursday","12","2014-07-31T12:14:26.000","ROBBERY","509956260","ROBBERY","42.947035","POINT (-78.818127 42.947035)","-78.818127","Robbery","NY","2014-08-04T06:05:12.000","14215"
"1508","15","2","4","2","286","2200 Block BAILEY AV",,"15-1400621","BUFFALO",,,"2015-05-21T06:07:02.000","Tuesday","11","2015-05-19T11:45:00.000","UUV","717290208","UUV","42.915961813333","POINT (-78.812848728301 42.915961813333)","-78.8128487283011","Theft of Vehicle","NY","2015-05-27T06:09:14.000",
"634","13","1","15","5","92","100 Block ALLEN ST",,"15-1710106","BUFFALO",,,"2015-06-26T06:06:55.000","Saturday","2","2015-06-20T02:00:00.000","ASSAULT","722409000","ASSAULT","42.8991915906255","POINT (-78.875337281906 42.899191590626)","-78.8753372819056","Assault","NY","2015-06-27T06:13:15.000",
,,,"11",,,"1 Block EGGERT RD",,"15-1921191","BUFFALO",,,"2015-07-13T06:07:08.000","Saturday","10","2015-07-11T10:45:00.000","ROBBERY","723812923","ROBBERY","42.924642","POINT (-78.798956 42.924642)","-78.798956","Robbery","NY","2015-07-18T06:09:04.000","14215"
,,,"20",,,"1 Block FOUNTAIN PA",,"17-2080680","BUFFALO","",,"2017-07-28T06:05:23.000","Thursday","3","2017-07-27T03:00:00.000","LARCENY/THEFT","813725886","LARCENY/THEFT","42.97783974126463","POINT (-78.8242894263842 42.9778397412646)","-78.82428942638418","Theft","NY","2017-08-03T06:05:38.000",
"3079","31","4","16","5","38","1 Block FULTON ST",,"16-2740184","BUFFALO",,,"2016-10-01T04:06:23.000","Friday","7","2016-09-30T07:51:02.000","ASSAULT","774392390","ASSAULT","42.8731969690533","POINT (-78.868425049196 42.873196969053)","-78.8684250491959","Assault","NY","2016-10-07T06:05:00.000",
"696","25","1","21","4","283","1000 Block ELLICOTT ST",,"16-2281037","BUFFALO",,,"2016-08-17T04:02:42.000","Monday","8","2016-08-15T08:28:00.000","ASSAULT","767972640","ASSAULT","42.9061577714152","POINT (-78.865702815041 42.906157771415)","-78.8657028150411","Assault","NY","2016-08-22T06:08:38.000",
,,,"20",,,"1 Block FOUNTAIN PA",,"17-0040416","BUFFALO","",,"2017-01-05T05:08:19.000","Wednesday","1","2017-01-04T01:05:00.000","ROBBERY","787637558","ROBBERY","42.97783974126463","POINT (-78.8242894263842 42.9778397412646)","-78.82428942638418","Robbery","NY","2017-01-11T07:07:23.000",
"968","34","3","8","5","264","100 Block YOUNG",,"15-2980303","BUFFALO",,,"2015-10-26T03:54:54.000","Sunday","8","2015-10-25T08:46:39.000","ASSAULT","735139233","ASSAULT","42.8944460408178","POINT (-78.827920277063 42.894446040818)","-78.8279202770629","Assault","NY","2015-11-01T07:08:34.000",
"873","27","5","2","3","53","1 Block FOREST AV",,"16-1070654","BUFFALO",,,"2016-04-20T03:44:27.000","Saturday","2","2016-04-16T02:20:00.000","UUV","757318499","UUV","42.9275630163986","POINT (-78.89619416382 42.927563016399)","-78.8961941638197","Theft of Vehicle","NY","2016-04-23T06:10:32.000",
,,,,,,"1 Block CUSTER ST",,"16-3120103","BUFFALO",,,"2016-11-08T05:07:07.000","Monday","5","2014-11-03T05:00:00.000","ROBBERY","780631787","ROBBERY","42.6337358145025","POINT (-79.027685376528 42.633735814503)","-79.0276853765285","Robbery","NY","2016-11-14T07:16:03.000",
,,,,,,"600 Block MAIN ST",,"17-2310646","BUFFALO","",,"2017-08-20T06:05:28.000","Monday","3","2017-08-14T03:00:00.000","LARCENY/THEFT","815831754","LARCENY/THEFT","42.633735814502494","POINT (-79.0276853765285 42.6337358145025)","-79.02768537652852","Theft","NY","2017-08-26T06:05:42.000",
"199","12","5","10","1","224","1 Block ELGAS ST",,"16-2750972","BUFFALO",,,"2016-10-03T04:06:20.000","Friday","11","2016-09-30T11:30:00.000","UUV","774553976","UUV","42.9611276376642","POINT (-78.903499716813 42.961127637664)","-78.903499716813","Theft of Vehicle","NY","2016-10-08T06:05:34.000",
"65","72","5","10","1","50","1 Block FARMER ST",,"15-2580438","BUFFALO",,,"2015-09-16T06:07:27.000","Tuesday","1","2015-09-15T01:23:36.000","UUV","730553290","UUV","42.9401950394655","POINT (-78.902420236051 42.940195039466)","-78.9024202360507","Theft of Vehicle","NY","2015-09-22T06:09:34.000",
"181","73","2","18","8","247","1 Block FLOWER ST",,"16-0640044","BUFFALO",,,"2016-03-05T04:37:26.000","Friday","1","2016-03-04T01:56:05.000","ASSAULT","751755052","ASSAULT","42.9521991042545","POINT (-78.830427406816 42.952199104255)","-78.8304274068162","Assault","NY","2016-03-11T07:09:39.000",
"896","26","3","4","5","139","1 Block MOHR ST",,"16-1640962","BUFFALO",,,"2016-06-13T03:52:46.000","Sunday","5","2016-06-12T05:15:00.000","ASSAULT","762034613","ASSAULT","42.9011138257118","POINT (-78.840375063644 42.901113825712)","-78.8403750636445","Assault","NY","2016-06-19T06:08:26.000",
,,,"7",,,"DORRANCE AV & HANCOCK RD",,"16-1930017","BUFFALO",,,"2016-07-12T03:57:10.000","Saturday","10","2016-07-09T10:30:00.000","ROBBERY","764689889","ROBBERY","42.8319853914627","POINT (-78.805678048682 42.831985391463)","-78.8056780486825","Robbery","NY","2016-07-18T06:09:48.000",
"1431","35","1","16","4","281","200 Block GRAPE ST",,"16-2630368","BUFFALO",,,"2016-09-20T04:06:05.000","Monday","11","2016-09-19T11:59:26.000","ASSAULT","772688896","ASSAULT","42.9014637390176","POINT (-78.855193679653 42.901463739018)","-78.8551936796529","Assault","NY","2016-09-27T11:31:03.000",
"1059","72","5","10","1","50","300 Block DEARBORN",,"15-1930591","BUFFALO",,,"2015-07-13T06:07:08.000","Sunday","2","2015-07-12T02:42:34.000","ASSAULT","723812941","ASSAULT","42.9388470211129","POINT (-78.903683018426 42.938847021113)","-78.9036830184263","Assault","NY","2015-07-19T06:09:02.000",
"1658","76","5","2","3","158","300 Block POTOMAC AV",,"15-1930965","BUFFALO",,,"2015-07-13T06:07:11.000","Sunday","8","2015-07-12T08:25:00.000","ROBBERY","723812956","ROBBERY","42.923857030701","POINT (-78.886654645621 42.923857030701)","-78.8866546456214","Robbery","NY","2015-07-19T06:09:06.000",
